id	source	pmid	pmcid	doi	title	authorString	journalTitle	issue	journalVolume	pubYear	journalIssn	pubType	isOpenAccess	inEPMC	inPMC	hasPDF	hasBook	hasSuppl	citedByCount	hasReferences	hasTextMinedTerms	hasDbCrossReferences	hasLabsLinks	hasTMAccessionNumbers	firstIndexDate	firstPublicationDate	pageInfo
32272641	MED	32272641	PMC7230873	10.3390/mi11040386	Motion and Trajectory Constraints Control Modeling for Flexible Surgical Robotic Systems.	Omisore OM, Han S, Al-Handarish Y, Du W, Duan W, Akinyemi TO, Wang L.	Micromachines (Basel)	4	11	2020	2072-666x	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2020-04-11	2020-04-07	NA
30699989	MED	30699989	PMC6387335	10.3390/s19030556	CDSP: A Solution for Privacy and Security of Multimedia Information Processing in Industrial Big Data and Internet of Things.	Yang X, Hou Y, Ma J, He H.	Sensors (Basel)	3	19	2019	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	Y	N	2019-02-01	2019-01-29	NA
29594169	MED	29594169	PMC5869380	10.1159/000486121	Robotic Endoscopy.	Li Z, Chiu PW.	Visc Med	1	34	2018	2297-4725; 2297-475x; 	review-article; review; journal article	N	Y	Y	Y	N	N	5	Y	Y	N	Y	N	2018-03-29	2018-02-09	45-51
29690552	MED	29690552	PMC5948692	10.3390/s18041282	A Low Power IoT Sensor Node Architecture for Waste Management Within Smart Cities Context.	Cerchecci M, Luti F, Mecocci A, Parrino S, Peruzzi G, Pozzebon A.	Sensors (Basel)	4	18	2018	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	6	Y	Y	N	Y	N	2018-04-26	2018-04-21	NA
27834655	MED	27834655	NA	10.1109/tnnls.2016.2619345	Synchronization of an Inertial Neural Network With Time-Varying Delays and Its Application to Secure Communication.	Lakshmanan S, Prakash M, Lim CP, Rakkiyappan R, Balasubramaniam P, Nahavandi S.	IEEE Trans Neural Netw Learn Syst	1	29	2018	2162-237x; 2162-2388; 	journal article	N	N	N	N	N	N	0	Y	Y	N	Y	N	2016-11-12	2016-11-03	195-207
25405512	MED	25405512	PMC4279549	10.3390/s141121549	Chaotic extension neural network theory-based XXY stage collision fault detection using a single accelerometer sensor.	Hsieh CT, Yau HT, Wu SY, Lin HC.	Sensors (Basel)	11	14	2014	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	N	N	2014-11-20	2014-11-14	21549-21564
26858747	MED	26858747	PMC4707022	10.1155/2016/6510303	Particle Swarm Optimization with Double Learning Patterns.	Shen Y, Wei L, Zeng C, Chen J.	Comput Intell Neurosci	NA	2016	2016	1687-5265; 1687-5273; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	3	Y	Y	N	N	N	2016-02-10	2015-12-27	6510303
29504905	MED	29504905	PMC5836837	10.1186/s12859-018-2019-3	Closha: bioinformatics workflow system for the analysis of massive sequencing data.	Ko G, Kim PG, Yoon J, Han G, Park SJ, Song W, Lee B.	BMC Bioinformatics	suppl 1	19	2018	1471-2105	research-article; journal article	Y	Y	N	Y	N	N	2	Y	Y	N	Y	N	2018-03-05	2018-02-19	43
26345200	MED	26345200	PMC4542024	10.1155/2015/904713	Multiswarm Particle Swarm Optimization with Transfer of the Best Particle.	Wei XP, Zhang JX, Zhou DS, Zhang Q.	Comput Intell Neurosci	NA	2015	2015	1687-5265; 1687-5273; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2015-09-09	2015-08-05	904713
32483251	MED	32483251	PMC7264186	10.1038/s41598-020-65881-6	Triple-wide-band Ultra-thin Metasheet for transmission polarization conversion.	Fahad AK, Ruan C, Ali SAKM, Nazir R, Haq TU, Ullah S, He W.	Sci Rep	1	10	2020	2045-2322	research-article; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	N	N	2020-06-03	2020-06-01	8810
32036547	MED	32036547	PMC7007681	10.1186/s40352-020-00107-5	"It's like heaven over there": medicine as discipline and the production of the carceral body.	Glenn JE, Bennett AM, Hester RJ, Tajuddin NN, Hashmi A.	Health Justice	1	8	2020	2194-7899	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2020-02-10	2020-02-08	5
30716013	MED	30716013	PMC6366427	NA	Prevalence and identification of arthropod-transmitted viruses in Kassala state, Eastern Sudan.	Mohamed N, Magzoub M, Mohamed REH, Aleanizy FS, Alqahtani FY, Nour BYM, Alkarsany MMS.	Libyan J Med	1	14	2019	1993-2820; 1819-6357; 	research-article; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	Y	N	2019-02-08	2019-12-01	1564511
28421308	MED	28421308	NA	10.1007/s10916-017-0735-2	An Intelligent Remote Monitoring System for Total Knee Arthroplasty Patients.	Msayib Y, Gaydecki P, Callaghan M, Dale N, Ismail S.	J Med Syst	6	41	2017	0148-5598; 1573-689x; 	journal article	N	N	N	N	N	N	3	Y	Y	N	Y	N	2017-04-19	2017-04-18	90
27747816	MED	27747816	PMC5106408	10.1007/s40708-016-0046-2	A tamper-proof audit and control system for the doctor in the loop.	Kieseberg P, Malle B, Frühwirt P, Weippl E, Holzinger A.	Brain Inform	4	3	2016	2198-4018; 2198-4026; 	research-article; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	Y	N	2016-10-19	2016-03-19	269-279
32635632	MED	32635632	PMC7374425	10.3390/s20133770	A WoT Platform for Supporting Full-Cycle IoT Solutions from Edge to Cloud Infrastructures: A Practical Case.	Pastor-Vargas R, Tobarra L, Robles-Gómez A, Martin S, Hernández R, Cano J.	Sensors (Basel)	13	20	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2020-07-15	2020-07-05	NA
32932688	MED	32932688	PMC7571058	10.3390/s20185211	A Smart Band for Automatic Supervision of Restrained Patients in a Hospital Environment.	Muñiz R, Díaz J, Martínez JA, Nuño F, Bobes J, García-Portilla MP, Sáiz PA.	Sensors (Basel)	18	20	2020	1424-8220	letter	Y	Y	N	Y	N	N	0	N	Y	N	Y	N	2020-09-23	2020-09-12	NA
32640715	MED	32640715	PMC7374412	10.3390/s20133792	Local Seeing Measurement for Increasing Astrophysical Observatory Quality Images Using an Autonomous Wireless Sensor Network.	Parada R, Rueda-Teruel S, Monzo C.	Sensors (Basel)	13	20	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	N	Y	N	Y	N	2020-07-15	2020-07-06	NA
28243628	MED	28243628	PMC5294760	10.1155/2017/8418042	A Design of a New Column-Parallel Analog-to-Digital Converter Flash for Monolithic Active Pixel Sensor.	Chakir M, Akhamal H, Qjidaa H.	ScientificWorldJournal	NA	2017	2017	2356-6140; 1537-744x; 	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2017-03-01	2017-01-24	8418042
27519097	MED	27519097	NA	10.1364/ol.41.003817	Guiding and nonlinear coupling of light in plasmonic nanosuspensions.	Kelly TS, Ren YX, Samadi A, Bezryadina A, Christodoulides D, Chen Z.	Opt Lett	16	41	2016	0146-9592; 1539-4794; 	journal article	N	N	N	N	N	N	2	Y	Y	N	N	N	2016-08-17	2016-08-01	3817-3820
25847665	MED	25847665	PMC4449951	10.1007/s11548-015-1178-1	Brain activation in parietal area during manipulation with a surgical robot simulator.	Miura S, Kobayashi Y, Kawamura K, Nakashima Y, Fujie MG.	Int J Comput Assist Radiol Surg	6	10	2015	1861-6410; 1861-6429; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	2	Y	Y	N	N	N	2015-04-08	2015-04-07	783-790
25632075	MED	25632075	PMC4416557	10.1152/jn.00543.2014	High-speed dynamic-clamp interface.	Yang Y, Adowski T, Ramamurthy B, Neef A, Xu-Friedman MA.	J Neurophysiol	7	113	2015	0022-3077; 1522-1598; 	research-article; research support, u.s. gov't, non-p.h.s.; journal article	N	Y	N	N	N	N	5	Y	Y	N	Y	N	2015-01-30	2015-01-28	2713-2720
28448453	MED	28448453	PMC5447931	10.3390/brainsci7050049	Working Memory in the Prefrontal Cortex.	Funahashi S.	Brain Sci	5	7	2017	2076-3425	review-article; review; journal article	Y	Y	N	Y	N	N	24	Y	Y	N	Y	N	2017-04-28	2017-04-27	NA
27510228	MED	27510228	NA	10.1007/s00106-016-0219-6	[Robot-assisted surgery in the head and neck region].	Hoffmann TK, Friedrich DT, Schuler PJ.	HNO	9	64	2016	0017-6192; 1433-0458; 	review; journal article	N	N	N	N	N	N	1	Y	Y	N	N	N	2016-08-13	2016-09-01	658-666
29309706	MED	29309706	PMC6012474	10.1093/eurheartj/ehx775	The circadian clock in cardiovascular regulation and disease: Lessons from the Nobel Prize in Physiology or Medicine 2017.	Van Laake LW, Lüscher TF, Young ME.	Eur Heart J	24	39	2018	0195-668x; 1522-9645; 	research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	N	10	Y	Y	N	Y	N	2018-01-09	2018-06-01	2326-2329
32197483	MED	32197483	PMC7146232	10.3390/s20061698	Table Cleaning Task by Human Support Robot Using Deep Learning Technique.	Yin J, Apuroop KGS, Tamilselvam YK, Mohan RE, Ramalingam B, Le AV.	Sensors (Basel)	6	20	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	Y	5	Y	Y	N	Y	N	2020-03-22	2020-03-18	NA
27862833	MED	27862833	NA	10.1002/rcs.1787	The role of visual and direct force feedback in robotics-assisted mitral valve annuloplasty.	Currie ME, Talasaz A, Rayman R, Chu MWA, Kiaii B, Peters T, Trejos AL, Patel R.	Int J Med Robot	3	13	2017	1478-5951; 1478-596x; 	journal article	N	N	N	N	N	N	1	Y	Y	N	Y	N	2016-11-19	2016-11-16	NA
30544520	MED	30544520	PMC6308696	10.3390/s18124316	Robust Switched Tracking Control for Wheeled Mobile Robots Considering the Actuators and Drivers.	García-Sánchez JR, Tavera-Mosqueda S, Silva-Ortigoza R, Hernández-Guzmán VM, Sandoval-Gutiérrez J, Marcelino-Aranda M, Taud H, Marciano-Melchor M.	Sensors (Basel)	12	18	2018	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	5	Y	Y	N	N	N	2018-12-21	2018-12-07	NA
25523757	MED	25523757	PMC4284664	10.1038/ncomms6911	Modulator-free quadrature amplitude modulation signal synthesis.	Liu Z, Kakande J, Kelly B, O'Carroll J, Phelan R, Richardson DJ, Slavík R.	Nat Commun	NA	5	2014	2041-1723	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	2	Y	Y	N	Y	N	2015-01-01	2014-12-19	5911
30356385	MED	30356385	PMC6176327	10.1155/2018/9592513	The Wall Apposition Evaluation for a Mechanical Embolus Retrieval Device.	Gu X, Qi Y, Erdman AG.	J Healthc Eng	NA	2018	2018	2040-2295; 2040-2309; 	research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2018-10-26	2018-09-25	9592513
32531960	MED	32531960	PMC7308965	10.3390/s20113298	Vision Based Wall Following Framework: A Case Study With HSR Robot for Cleaning Application.	Teng TW, Veerajagadheswar P, Ramalingam B, Yin J, Elara Mohan R, Félix Gómez B.	Sensors (Basel)	11	20	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2020-06-13	2020-06-10	NA
33143220	MED	33143220	PMC7663675	10.3390/s20216197	Kinematic ME-MAFA for Pseudolite Carrier-Phase Ambiguity Resolution in Precise Single-Point Positioning.	Liu K, Guo X, Yang J, Li X, Liu C, Tang Y, Meng Z, Yan E.	Sensors (Basel)	21	20	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	N	Y	N	N	N	2020-11-04	2020-10-30	NA
29324723	MED	29324723	PMC5795361	10.3390/s18010188	Error Recovery in the Time-Triggered Paradigm with FTT-CAN.	Marques L, Vasconcelos V, Pedreiras P, Almeida L.	Sensors (Basel)	1	18	2018	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2018-01-12	2018-01-11	NA
27446682	MED	27446682	PMC4948606	10.1364/boe.7.002453	Master/slave interferometry - ideal tool for coherence revival swept source optical coherence tomography.	Bradu A, Rivet S, Podoleanu A.	Biomed Opt Express	7	7	2016	2156-7085	research-article; journal article	N	Y	N	Y	N	N	6	Y	Y	N	N	N	2016-07-24	2016-06-02	2453-2468
30003262	MED	30003262	PMC6056201	10.1115/1.4040497	A Surface-to-Surface Finite Element Algorithm for Large Deformation Frictional Contact in febio.	Zimmerman BK, Ateshian GA.	J Biomech Eng	8	140	2018	0148-0731; 1528-8951; 	research-article; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	Y	1	Y	Y	N	Y	N	2018-07-14	2018-08-01	NA
29849993	MED	29849993	PMC5925007	10.1155/2018/1878354	A Wearable System for Real-Time Continuous Monitoring of Physical Activity.	Taffoni F, Rivera D, La Camera A, Nicolò A, Velasco JR, Massaroni C.	J Healthc Eng	NA	2018	2018	2040-2295; 2040-2309; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	3	Y	Y	N	Y	N	2018-06-01	2018-03-20	1878354
26446366	MED	26446366	PMC4597229	10.1038/srep15008	Coupled Mechanisms of Precipitation and Atomization in Burning Nanofluid Fuel Droplets.	Miglani A, Basu S.	Sci Rep	NA	5	2015	2045-2322	research-article; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	Y	N	2015-10-09	2015-10-08	15008
PMC7515156	PMC	NA	PMC7515156	NA	The Complexity Entropy Analysis of a Supply Chain System Considering Recovery Rate and Channel Service	Li Q, Shi M, Deng Q, Huang Y.	Entropy (Basel)	7	21	2019	1099-4300	research-article; journal article	Y	Y	Y	Y	N	N	0	N	Y	N	N	N	2020-11-12	2019-07-01	NA
28767089	MED	28767089	PMC5579810	10.3390/s17081775	Combining Multi-Agent Systems and Wireless Sensor Networks for Monitoring Crop Irrigation.	Villarrubia G, Paz JF, Iglesia DH, Bajo J.	Sensors (Basel)	8	17	2017	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	7	Y	Y	N	N	N	2017-08-02	2017-08-02	NA
28268402	MED	28268402	NA	10.1109/embc.2016.7590774	A wearable signal acquisition system for physiological signs including throat PPG.	Yizhou Zhong, Yun Pan, Ling Zhang, Kwang-Ting Cheng.	Annu Int Conf IEEE Eng Med Biol Soc	NA	2016	2016	2375-7477; 2694-0604; 	review; journal article	N	N	N	N	N	N	0	N	Y	N	N	N	2017-03-08	2016-08-01	603-606
29242770	MED	29242770	PMC5721126	10.1186/s40638-017-0079-x	Route bundling in polygonal domains using Differential Evolution.	Parque V, Miura S, Miyashita T.	Robotics Biomim	1	4	2017	2197-3768	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2017-12-16	2017-12-08	22
PMC7380549	PMC	NA	PMC7380549	NA	‘As though Miles of Ocean did not Separate us’: Print and the Construction of a Transatlantic Free Love Community at the Fin de Siècle	Jones S.	Journal of Victorian Culture	1	25	2019	1355-5502	research-article; journal article	Y	Y	Y	Y	N	N	0	N	Y	N	N	N	2020-07-31	2019-11-29	95-109
29192148	MED	29192148	PMC5709469	10.1038/s41598-017-16854-9	The importance of parameter choice in modelling dynamics of the eye lens.	Wang K, Venetsanos DT, Wang J, Augousti AT, Pierscionek BK.	Sci Rep	1	7	2017	2045-2322	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	2	Y	Y	N	Y	N	2017-12-05	2017-11-30	16688
28113408	MED	28113408	NA	10.1109/toh.2016.2616874	The Role of Direct and Visual Force Feedback in Suturing Using a 7-DOF Dual-Arm Teleoperated System.	Talasaz A, Trejos AL, Patel RV.	IEEE Trans Haptics	2	10	2017	1939-1412; 2329-4051; 	research support, non-u.s. gov't; evaluation studies; journal article	N	N	N	N	N	N	3	Y	Y	N	N	N	2017-01-24	2016-10-12	276-287
26752501	MED	26752501	PMC4703412	10.1007/978-3-319-22368-1_17	Initial Experiments with the Leap Motion as a User Interface in Robotic Endonasal Surgery.	Travaglini TA, Swaney PJ, Weaver KD, Webster RJ.	Robot Mechatron (2015)	NA	37	2016	NA	research-article; journal article	N	Y	N	Y	N	N	1	Y	Y	N	N	N	2016-01-12	2015-09-22	171-179
26575975	MED	26575975	NA	10.1016/j.neunet.2015.10.009	Robust fixed-time synchronization of delayed Cohen-Grossberg neural networks.	Wan Y, Cao J, Wen G, Yu W.	Neural Netw	NA	73	2016	0893-6080; 1879-2782; 	research support, non-u.s. gov't; journal article	N	N	N	N	N	N	7	N	N	N	N	N	2015-11-18	2015-10-26	86-94
27375295	MED	27375295	PMC4866944	10.1063/1.4949469	Strategies to improve phase-stability of ultrafast swept source optical coherence tomography for single shot imaging of transient mechanical waves at 16 kHz frame rate.	Song S, Wei W, Hsieh BY, Pelivanov I, Shen TT, O'Donnell M, Wang RK, Wang RK.	Appl Phys Lett	19	108	2016	0003-6951; 1077-3118; 	research-article; journal article	N	Y	N	Y	N	N	22	Y	Y	N	N	N	2016-07-06	2016-05-10	191104
25055249	MED	25055249	NA	10.3109/13645706.2014.942321	A novel locally operated master-slave robot system for single-incision laparoscopic surgery.	Horise Y, Matsumoto T, Ikeda H, Nakamura Y, Yamasaki M, Sawada G, Tsukao Y, Nakahara Y, Yamamoto M, Takiguchi S, Doki Y, Mori M, Miyazaki F, Sekimoto M, Kawai T, Nishikawa A.	Minim Invasive Ther Allied Technol	6	23	2014	1364-5706; 1365-2931; 	research support, non-u.s. gov't; journal article	N	N	N	N	N	N	1	Y	Y	N	N	N	2014-07-24	2014-07-23	326-332
26615193	MED	26615193	PMC4702920	10.1093/nar/gkv1316	PDBFlex: exploring flexibility in protein structures.	Hrabe T, Li Z, Sedova M, Rotkiewicz P, Jaroszewski L, Godzik A.	Nucleic Acids Res	d1	44	2016	0305-1048; 1362-4962; 	research-article; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	N	26	Y	Y	N	Y	N	2015-11-29	2015-11-28	D423-8
25313266	MED	25313266	PMC4193388	10.1177/0278364913500365	Design, Development, and Evaluation of a Master-Slave Surgical System for Breast Biopsy under Continuous MRI.	Yang B, Roys S, Tan UX, Philip M, Richard H, Gullapalli R, Desai JP.	Int J Rob Res	4	33	2014	0278-3649; 1741-3176; 	research-article; journal article	N	Y	N	Y	N	N	11	Y	Y	N	N	N	2014-10-15	2014-04-01	616-630
24749848	MED	24749848	NA	10.1111/aor.12303	Physiological control of dual rotary pumps as a biventricular assist device using a master/slave approach.	Stevens MC, Wilson S, Bradley A, Fraser J, Timms D.	Artif Organs	9	38	2014	0160-564x; 1525-1594; 	evaluation studies; journal article	N	N	N	N	N	N	9	Y	Y	N	Y	N	2014-04-23	2014-04-21	766-774
32110497	MED	32110497	PMC7032057	10.7717/peerj.8616	Investigating the potential use of Sentinel-1 data for monitoring wetland water level changes in China's Momoge National Nature Reserve.	Chen Y, Qiao S, Zhang G, Xu YJ, Chen L, Wu L.	PeerJ	NA	8	2020	2167-8359	research-article; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	N	2020-03-01	2020-02-17	e8616
31022956	MED	31022956	PMC6518186	10.3390/ijerph16081458	Study on Benefit Coordination of Supply Chain Network Based on Green Development.	Gao X, Wang Y.	Int J Environ Res Public Health	8	16	2019	1661-7827; 1660-4601; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2019-04-26	2019-04-24	NA
32420199	MED	32420199	PMC7214976	10.21037/tau.2019.11.35	Technical advancements in robotic prostatectomy: single-port extraperitoneal robotic-assisted radical prostatectomy and single-port transperineal robotic-assisted radical prostatectomy.	Aminsharifi A, Sawczyn G, Wilson CA, Garisto J, Kaouk J.	Transl Androl Urol	2	9	2020	2223-4691; 2223-4683; 	research-article; journal article	N	Y	N	Y	N	N	1	Y	Y	N	Y	N	2020-05-18	2020-04-01	848-855
27620184	MED	27620184	NA	10.1007/s00120-016-0227-x	[Stone treatment tomorrow and the day after].	Miernik A, Hein S, Adams F, Halbritter J, Schoenthaler M.	Urologe A	10	55	2016	0340-2592; 1433-0563; 	journal article	N	N	N	N	N	N	0	Y	Y	N	N	N	2016-09-17	2016-10-01	1309-1316
27177648	MED	27177648	NA	10.1007/s00268-016-3543-9	30 Years of Robotic Surgery.	Leal Ghezzi T, Campos Corleta O.	World J Surg	10	40	2016	0364-2313; 1432-2323; 	review; journal article	N	N	N	N	N	N	24	Y	Y	N	Y	N	2016-05-15	2016-10-01	2550-2557
30400557	MED	30400557	PMC6187914	10.3390/mi8120368	Optic Nerve Stimulation System with Adaptive Wireless Powering and Data Telemetry.	Li X, Lu Y, Meng X, Tsui CY, Ki WH.	Micromachines (Basel)	12	8	2017	2072-666x	research-article; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	N	N	2018-11-07	2017-12-20	NA
32120874	MED	32120874	PMC7085506	10.3390/s20051282	Hierarchical MEC Servers Deployment and User-MEC Server Association in C-RANs over WDM Ring Networks.	Liu Z, Zhang J, Li Y, Ji Y.	Sensors (Basel)	5	20	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2020-03-04	2020-02-27	NA
31861539	MED	31861539	PMC6983086	10.3390/s20010031	Ultrasound Intra Body Multi Node Communication System for Bioelectronic Medicine.	Jaafar B, Luo J, Firfilionis D, Soltan A, Neasham J, Degenaar P.	Sensors (Basel)	1	20	2019	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2019-12-28	2019-12-19	NA
31932419	MED	31932419	PMC7007564	10.1073/pnas.1909075117	Genomic insight into the origins and dispersal of the Brazilian coastal natives.	Castro E Silva MA, Nunes K, Lemes RB, Mas-Sandoval À, Guerra Amorim CE, Krieger JE, Mill JG, Salzano FM, Bortolini MC, Pereira ADC, Comas D, Hünemeier T.	Proc Natl Acad Sci U S A	5	117	2020	0027-8424; 1091-6490; 	comparative study; research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	Y	0	Y	Y	N	Y	Y	2020-01-17	2020-01-13	2372-2377
28827741	MED	28827741	PMC5566208	10.1038/s41598-017-08751-y	Two-color bursting oscillations.	Kelleher B, Tykalewicz B, Goulding D, Fedorov N, Dubinkin I, Erneux T, Viktorov EA.	Sci Rep	1	7	2017	2045-2322	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	2	Y	Y	N	Y	N	2017-08-23	2017-08-21	8414
28513545	MED	28513545	PMC5470817	10.3390/s17051141	A Study on Immersion and Presence of a Portable Hand Haptic System for Immersive Virtual Reality.	Kim M, Jeon C, Kim J.	Sensors (Basel)	5	17	2017	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	3	Y	Y	N	Y	N	2017-05-17	2017-05-17	NA
32303908	MED	32303908	PMC7165218	10.1186/s11671-020-03317-w	Widely Tunable Single/Dual RF Signal Generation by a Monolithic Three-Section DFB Laser.	Huang CP, Huang YM, Shih HY, Hsiao FC, Chen CH, Hsu SC, Lin CC.	Nanoscale Res Lett	1	15	2020	1931-7573; 1556-276x; 	brief-report; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2020-04-19	2020-04-17	84
25295292	MED	25295292	PMC4177774	10.1155/2014/152485	Generalized synchronization with uncertain parameters of nonlinear dynamic system via adaptive control.	Yang CH, Wu CL.	ScientificWorldJournal	NA	2014	2014	2356-6140; 1537-744x; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2014-10-09	2014-09-11	152485
28098829	MED	28098829	PMC5298725	10.3390/s17010152	Rapid Transfer Alignment of MEMS SINS Based on Adaptive Incremental Kalman Filter.	Chu H, Sun T, Zhang B, Zhang H, Chen Y.	Sensors (Basel)	1	17	2017	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	3	Y	Y	N	Y	N	2017-01-19	2017-01-14	NA
32365698	MED	32365698	PMC7249212	10.3390/s20092538	A Night at the OPERA: A Conceptual Framework for an Integrated Distributed Sensor Network-Based System to Figure out Safety Protocols for Animals under Risk of Fire.	Tamburis O, Giannino F, D'Arco M, Tocchi A, Esposito C, Di Fiore G, Piscopo N, Esposito L.	Sensors (Basel)	9	20	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	Y	N	2020-05-05	2020-04-29	NA
32420205	MED	32420205	PMC7215004	10.21037/tau.2019.11.05	Single port robotic radical prostatectomy: a systematic review.	Lai A, Dobbs RW, Talamini S, Halgrimson WR, Wilson JO, Vigneswaran HT, Crivellaro S.	Transl Androl Urol	2	9	2020	2223-4691; 2223-4683; 	review-article; review; journal article	N	Y	N	Y	N	N	0	Y	Y	N	Y	N	2020-05-18	2020-04-01	898-905
24785822	MED	24785822	NA	10.1016/j.isatra.2014.03.016	Finite-time master-slave synchronization and parameter identification for uncertain Lurie systems.	Wang T, Zhao S, Zhou W, Yu W.	ISA Trans	4	53	2014	0019-0578; 1879-2022; 	research support, non-u.s. gov't; journal article	N	N	N	N	N	N	1	Y	N	N	N	N	2014-05-03	2014-04-29	1184-1190
26528498	MED	26528498	PMC4612240	10.1055/s-0034-1393178	Enhancing proficiency in performing endoscopic submucosal dissection (ESD) by using a prototype robotic endoscope.	Chiu PW, Phee SJ, Bhandari P, Sumiyama K, Ohya T, Wong J, Poon CC, Tajiri H, Nakajima K, Ho KY.	Endosc Int Open	5	3	2015	2364-3722; 2196-9736; 	research-article; journal article	Y	Y	N	Y	N	N	9	Y	Y	N	N	N	2015-11-04	2015-10-14	E439-42
31357390	MED	31357390	PMC6695716	10.3390/s19153284	IoT Based Heart Activity Monitoring Using Inductive Sensors.	Brezulianu A, Geman O, Zbancioc MD, Hagan M, Aghion C, Hemanth DJ, Son LH.	Sensors (Basel)	15	19	2019	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	3	Y	Y	N	N	N	2019-08-01	2019-07-26	NA
33182354	MED	33182354	PMC7664904	10.3390/s20216389	Improving the Accuracy of Low-Cost Sensor Measurements for Freezer Automation.	Koritsoglou K, Christou V, Ntritsos G, Tsoumanis G, Tsipouras MG, Giannakeas N, Tzallas AT.	Sensors (Basel)	21	20	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	N	Y	N	N	N	2020-11-13	2020-11-09	NA
33196684	MED	33196684	PMC7668568	10.1371/journal.pone.0242458	Fault diagnosis method of submersible screw pump based on random forest.	Jiang M, Cheng T, Dong K, Xu S, Geng Y.	PLoS One	11	15	2020	1932-6203	research-article; journal article	Y	Y	N	Y	N	Y	0	N	Y	N	N	N	2020-11-17	2020-11-16	e0242458
30901879	MED	30901879	PMC6471312	10.3390/ma12060947	Optical Coherence Tomography Investigations and Modeling of the Sintering of Ceramic Crowns.	Duma VF, Sinescu C, Bradu A, Podoleanu A.	Materials (Basel)	6	12	2019	1996-1944	research-article; journal article	Y	Y	N	Y	N	N	2	Y	Y	N	Y	N	2019-03-23	2019-03-21	NA
29116206	MED	29116206	PMC5676730	10.1038/s41598-017-15298-5	Harvesting the Energy of Multi-Polarized Electromagnetic Waves.	Almoneef TS, Erkmen F, Ramahi OM.	Sci Rep	1	7	2017	2045-2322	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	4	Y	Y	N	Y	N	2017-11-09	2017-11-07	14656
25839268	MED	25839268	NA	10.1103/physrevlett.114.113602	Master-slave locking of optomechanical oscillators over a long distance.	Shah SY, Zhang M, Rand R, Lipson M.	Phys Rev Lett	11	114	2015	0031-9007; 1079-7114; 	journal article	N	N	N	N	N	N	1	N	Y	N	Y	N	2015-04-04	2015-03-17	113602
