id	source	pmid	doi	title	authorString	journalTitle	pubYear	journalIssn	pubType	isOpenAccess	inEPMC	inPMC	hasPDF	hasBook	hasSuppl	citedByCount	hasReferences	hasTextMinedTerms	hasDbCrossReferences	hasLabsLinks	hasTMAccessionNumbers	firstIndexDate	firstPublicationDate	pmcid	issue	journalVolume	pageInfo
33167906	MED	33167906	10.1186/s12885-020-07571-0	Targeted nanopore sequencing for the identification of ABCB1 promoter translocations in cancer.	Williams MS, Basma NJ, Amaral FMR, Williams G, Weightman JP, Breitwieser W, Nelson L, Taylor SS, Wiseman DH, Somervaille TCP.	BMC Cancer	2020	1471-2407	research-article; journal article	Y	Y	N	Y	N	Y	0	N	Y	N	Y	N	2020-11-11	2020-11-10	PMC7654162	1	20	1075
30054474	MED	30054474	10.1038/s41467-018-05391-2	Pairwise library screen systematically interrogates Staphylococcus aureus Cas9 specificity in human cells.	Tycko J, Barrera LA, Huston NC, Friedland AE, Wu X, Gootenberg JS, Abudayyeh OO, Myer VE, Wilson CJ, Hsu PD.	Nat Commun	2018	2041-1723	research-article; journal article	Y	Y	N	Y	N	Y	4	Y	Y	N	Y	Y	2018-07-29	2018-07-27	PMC6063963	1	9	2962
31036066	MED	31036066	10.1186/s40246-019-0204-8	Studies of liver tissue identify functional gene regulatory elements associated to gene expression, type 2 diabetes, and other metabolic diseases.	Cavalli M, Baltzer N, Pan G, Bárcenas Walls JR, Smolinska Garbulowska K, Kumar C, Skrtic S, Komorowski J, Wadelius C.	Hum Genomics	2019	1473-9542; 1479-7364; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	1	Y	Y	N	Y	Y	2019-05-01	2019-04-29	PMC6489362	1	13	20
33081815	MED	33081815	10.1186/s12936-020-03440-0	SNP barcodes provide higher resolution than microsatellite markers to measure Plasmodium vivax population genetics.	Fola AA, Kattenberg E, Razook Z, Lautu-Gumal D, Lee S, Mehra S, Bahlo M, Kazura J, Robinson LJ, Laman M, Mueller I, Barry AE.	Malar J	2020	1475-2875	research-article; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	Y	2020-10-22	2020-10-20	PMC7576724	1	19	375
33077732	MED	33077732	10.1038/s41467-020-18965-w	Detection of early stage pancreatic cancer using 5-hydroxymethylcytosine signatures in circulating cell free DNA.	Guler GD, Ning Y, Ku CJ, Phillips T, McCarthy E, Ellison CK, Bergamaschi A, Collin F, Lloyd P, Scott A, Antoine M, Wang W, Chau K, Ashworth A, Quake SR, Levy S.	Nat Commun	2020	2041-1723	research-article; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	Y	2020-10-21	2020-10-19	PMC7572413	1	11	5270
33228650	MED	33228650	10.1186/s12913-020-05915-x	Defining culturally safe primary care for people who use substances: a participatory concept mapping study.	Urbanoski K, Pauly B, Inglis D, Cameron F, Haddad T, Phillips J, Phillips P, Rosen C, Schlotter G, Hartney E, Wallace B.	BMC Health Serv Res	2020	1472-6963	research-article; journal article	Y	Y	N	Y	N	N	0	N	Y	N	Y	N	2020-11-25	2020-11-23	PMC7685616	1	20	1060
30962623	MED	30962623	10.1038/s41592-019-0367-1	cisTopic: cis-regulatory topic modeling on single-cell ATAC-seq data.	Bravo González-Blas C, Minnoye L, Papasokrati D, Aibar S, Hulselmans G, Christiaens V, Davie K, Wouters J, Aerts S.	Nat Methods	2019	1548-7091; 1548-7105; 	research support, non-u.s. gov't; research-article; journal article	N	Y	N	Y	N	Y	16	Y	Y	Y	Y	Y	2019-04-11	2019-04-08	PMC6517279	5	16	397-400
32703985	MED	32703985	10.1038/s41598-020-69015-w	Transcriptome analysis of desmoplastic small round cell tumors identifies actionable therapeutic targets: a report from the Children's Oncology Group.	Hingorani P, Dinu V, Zhang X, Lei H, Shern JF, Park J, Steel J, Rauf F, Parham D, Gastier-Foster J, Hall D, Hawkins DS, Skapek SX, Labaer J, McEachron TA.	Sci Rep	2020	2045-2322	research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	Y	2020-07-25	2020-07-23	PMC7378211	1	10	12318
27718131	MED	27718131	10.1007/s11019-016-9740-3	The false academy: predatory publishing in science and bioethics.	Eriksson S, Helgesson G.	Med Health Care Philos	2017	1386-7423; 1572-8633; 	research-article; journal article	Y	Y	N	Y	N	N	21	Y	Y	N	Y	N	2016-10-09	2017-06-01	PMC5487745	2	20	163-170
32404872	MED	32404872	10.1038/s41467-020-16148-1	BAF60a deficiency uncouples chromatin accessibility and cold sensitivity from white fat browning.	Liu T, Mi L, Xiong J, Orchard P, Yu Q, Yu L, Zhao XY, Meng ZX, Parker SCJ, Lin JD, Li S.	Nat Commun	2020	2041-1723	research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	Y	2020-05-15	2020-05-13	PMC7221096	1	11	2379
32313254	MED	32313254	10.1038/s41596-020-0309-5	CRISPR off-target detection with DISCOVER-seq.	Wienert B, Wyman SK, Yeh CD, Conklin BR, Corn JE.	Nat Protoc	2020	1754-2189; 1750-2799; 	research support, non-u.s. gov't; research-article; evaluation study; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	Y	2	N	Y	N	Y	Y	2020-04-24	2020-04-20	PMC7305837	5	15	1775-1799
30327530	MED	30327530	10.1038/d41586-018-07033-5	Journal blacklists: show your working.	NA	Nature	2018	0028-0836; 1476-4687; 	editorial	N	N	N	N	N	N	0	N	N	N	Y	N	2018-10-18	2018-10-01	NA	7727	562	308
32637041	MED	32637041	10.1016/j.csbj.2020.06.012	Single-cell ATAC sequencing analysis: From data preprocessing to hypothesis generation.	Baek S, Lee I.	Comput Struct Biotechnol J	2020	2001-0370	review-article; review; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2020-07-15	2020-06-12	PMC7327298	NA	18	1429-1439
31983680	MED	31983680	10.2196/16813	Deploying Patient-Facing Application Programming Interfaces: Thematic Analysis of Health System Experiences.	Neinstein A, Thao C, Savage M, Adler-Milstein J.	J Med Internet Res	2020	1439-4456; 1438-8871; 	research-article; journal article	Y	Y	N	N	N	Y	0	Y	Y	N	Y	N	2020-01-28	2020-04-03	PMC7165308	4	22	e16813
30353153	MED	30353153	10.1038/d41586-018-07025-5	China awaits controversial blacklist of 'poor quality' journals.	Cyranoski D.	Nature	2018	0028-0836; 1476-4687; 	news	N	N	N	N	N	N	0	N	N	N	Y	N	2018-10-26	2018-10-01	NA	7728	562	471-472
33060836	MED	33060836	10.1038/s41598-020-74537-4	CHD7 promotes neural progenitor differentiation in embryonic stem cells via altered chromatin accessibility and nascent gene expression.	Yao H, Hannum DF, Zhai Y, Hill SF, Albanus RD', Lou W, Skidmore JM, Sanchez G, Saiakhova A, Bielas SL, Scacheri P, Ljungman M, Parker SCJ, Martin DM.	Sci Rep	2020	2045-2322	research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	N	2020-10-17	2020-10-15	PMC7562747	1	10	17445
33094287	MED	33094287	10.1093/narcan/zcaa029	Activation-induced cytidine deaminase localizes to G-quadruplex motifs at mutation hotspots in lymphoma.	Xu YZ, Jenjaroenpun P, Wongsurawat T, Byrum SD, Shponka V, Tannahill D, Chavez EA, Hung SS, Steidl C, Balasubramanian S, Rimsza LM, Kendrick S.	NAR Cancer	2020	2632-8674	research-article; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	Y	2020-10-24	2020-10-13	PMC7556405	4	2	zcaa029
33088339	MED	33088339	10.1186/s13031-020-00315-8	Researching the delivery of health and nutrition interventions for women and children in the context of armed conflict: lessons on research challenges and strategies from BRANCH Consortium case studies of Somalia, Mali, Pakistan and Afghanistan.	Gaffey MF, Ataullahjan A, Das JK, Mirzazada S, Tounkara M, Dalmar AA, Bhutta ZA.	Confl Health	2020	1752-1505	research-article; journal article	Y	Y	N	Y	N	N	0	Y	N	N	Y	N	2020-10-23	2020-10-20	PMC7574460	NA	14	69
32502616	MED	32502616	10.1016/j.jtos.2020.05.013	Co-expression of SARS-CoV-2 entry genes in the superficial adult human conjunctival, limbal and corneal epithelium suggests an additional route of entry via the ocular surface.	Collin J, Queen R, Zerti D, Dorgau B, Georgiou M, Djidrovski I, Hussain R, Coxhead JM, Joseph A, Rooney P, Lisgo S, Figueiredo F, Armstrong L, Lako M.	Ocul Surf	2020	1542-0124; 1937-5913; 	research-article; journal article	Y	Y	N	Y	N	Y	2	Y	Y	N	Y	N	2020-06-06	2020-06-03	PMC7267807	NA	NA	NA
32214244	MED	32214244	10.1038/s41586-020-2095-1	Microbiome analyses of blood and tissues suggest cancer diagnostic approach.	Poore GD, Kopylova E, Zhu Q, Carpenter C, Fraraccio S, Wandro S, Kosciolek T, Janssen S, Metcalf J, Song SJ, Kanbar J, Miller-Montgomery S, Heaton R, Mckay R, Patel SP, Swafford AD, Knight R.	Nature	2020	0028-0836; 1476-4687; 	research-article; journal article	N	Y	N	Y	N	Y	8	Y	Y	N	Y	Y	2020-03-27	2020-03-11	PMC7500457	7800	579	567-574
30766914	MED	30766914	10.1016/j.ijcha.2019.01.007	Networking analysis on superior vena cava arrhythmogenicity in atrial fibrillation.	Ebana Y, Furukawa T.	Int J Cardiol Heart Vasc	2019	2352-9067	research-article; journal article	Y	Y	N	Y	N	N	2	Y	Y	N	Y	Y	2019-02-17	2019-02-02	PMC6360912	NA	22	150-153
31860660	MED	31860660	10.1371/journal.pone.0226594	DUSTBot: A duplex and stealthy P2P-based botnet in the Bitcoin network.	Zhong Y, Zhou A, Zhang L, Jing F, Zuo Z.	PLoS One	2019	1932-6203	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	N	2019-12-28	2019-12-20	PMC6924649	12	14	e0226594
32397469	MED	32397469	10.3390/s20092707	S6AE: Securing 6LoWPAN Using Authenticated Encryption Scheme.	Tanveer M, Abbas G, Abbas ZH, Waqas M, Muhammad F, Kim S.	Sensors (Basel)	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2020-05-14	2020-05-09	PMC7248872	9	20	NA
32610438	MED	32610438	10.3390/s20133637	Secure Communications for Resource-Constrained IoT Devices.	Taha AM, Rashwan AM, Hassanein HS.	Sensors (Basel)	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	N	Y	N	N	N	2020-07-02	2020-06-29	PMC7374432	13	20	NA
32427842	MED	32427842	10.1038/s41467-020-16317-2	HOX13-dependent chromatin accessibility underlies the transition towards the digit development program.	Desanlis I, Kherdjemil Y, Mayran A, Bouklouch Y, Gentile C, Sheth R, Zeller R, Drouin J, Kmita M.	Nat Commun	2020	2041-1723	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	Y	2020-05-22	2020-05-19	PMC7237422	1	11	2491
PMC6873411	PMC	NA	NA	Efficient learning of non-autoregressive graph variational autoencoders for molecular graph generation.	Kwon Y, Yoo J, Choi Y, Son W, Lee D, Kang S.	J Cheminform	2019	1758-2946	research-article; journal article	Y	Y	Y	Y	N	N	0	N	Y	N	N	N	2019-11-28	2019-11-21	PMC6873411	NA	11	NA
33173081	MED	33173081	10.1038/s41598-020-76574-5	Gene-regulatory network analysis of ankylosing spondylitis with a single-cell chromatin accessible assay.	Yu H, Wu H, Zheng F, Zhu C, Yin L, Dai W, Liu D, Tang D, Hong X, Dai Y.	Sci Rep	2020	2045-2322	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	0	N	Y	N	Y	Y	2020-11-12	2020-11-10	PMC7655814	1	10	19411
31534003	MED	31534003	10.1523/jneurosci.1987-19.2019	Peer Review Week: Quality in Peer Review.	Picciotto M.	J Neurosci	2019	0270-6474; 1529-2401; 	editorial	N	Y	N	Y	N	N	0	N	Y	N	Y	N	2019-09-20	2019-09-01	PMC6750943	38	39	7452
33125607	MED	33125607	10.1007/s10840-020-00906-8	Remote operation for non-fluoroscopic navigation of complex tachycardias.	García-Bolao I, Moñino D, Marsal R, Ramos P, Erkiaga A, Irezabal J, Albarrán-Rincón R.	J Interv Card Electrophysiol	2020	1383-875x; 1572-8595; 	research-article; journal article	Y	Y	N	Y	N	N	0	N	Y	N	Y	N	2020-10-31	2020-10-30	PMC7596630	NA	NA	NA
32597978	MED	32597978	10.1093/nar/gkaa531	A unified view of the sequence and functional organization of the human RNA polymerase II promoter.	Luse DS, Parida M, Spector BM, Nilson KA, Price DH.	Nucleic Acids Res	2020	0305-1048; 1362-4962; 	research-article; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	Y	0	N	Y	N	Y	N	2020-06-30	2020-08-01	PMC7641323	14	48	7767-7785
PMC7222101	PMC	NA	NA	The organization of ideological discourse in times of unexpected crisis: Explaining how COVID-19 is exploited by populist leaders.	Prasad A.	Leadership (Lond)	NA	1742-7150; 1742-7169; 	research-article; journal article	Y	Y	Y	Y	N	N	0	N	Y	N	N	N	2020-05-16	2020-05-16	PMC7222101	NA	NA	NA
31149367	MED	31149367	10.4103/jpi.jpi_12_19	Burden and Characteristics of Unsolicited Emails from Medical/Scientific Journals, Conferences, and Webinars to Faculty and Trainees at an Academic Pathology Department.	Krasowski MD, Lawrence JC, Briggs AS, Ford BA.	J Pathol Inform	2019	2229-5089; 2153-3539; 	research-article; journal article	Y	Y	N	N	N	Y	1	Y	Y	N	Y	N	2019-06-01	2019-05-06	PMC6537630	NA	10	16
31335917	MED	31335917	10.1371/journal.pcbi.1007208	Where did you come from, where did you go: Refining metagenomic analysis tools for horizontal gene transfer characterisation.	Seiler E, Trappe K, Renard BY.	PLoS Comput Biol	2019	1553-734x; 1553-7358; 	research support, non-u.s. gov't; research-article; validation study; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	Y	2019-07-28	2019-07-23	PMC6677323	7	15	e1007208
31015508	MED	31015508	10.1038/s41598-019-42858-8	CNspector: a web-based tool for visualisation and clinical diagnosis of copy number variation from next generation sequencing.	Markham JF, Yerneni S, Ryland GL, Leong HS, Fellowes A, Thompson ER, De Silva W, Kumar A, Lupat R, Li J, Ellul J, Fox S, Dickinson M, Papenfuss AT, Blombery P.	Sci Rep	2019	2045-2322	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	1	Y	Y	N	Y	N	2019-04-25	2019-04-23	PMC6478945	1	9	6426
32013016	MED	32013016	10.3390/s20030731	Discovering Suspicious APT Behaviors by Analyzing DNS Activities.	Yan G, Li Q, Guo D, Meng X.	Sensors (Basel)	2020	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	N	Y	N	Y	N	2020-02-07	2020-01-28	PMC7038486	3	20	NA
32935043	MED	32935043	10.23889/ijpds.v4i2.1143	Data Centre Profile: The Provincial Health Data Centre of the Western Cape Province, South Africa.	Boulle A, Heekes A, Tiffin N, Smith M, Mutemaringa T, Zinyakatira N, Phelanyane F, Pienaar C, Buddiga K, Coetzee E, van Rooyen R, Dyers R, Fredericks N, Loff A, Shand L, Moodley M, de Vega I, Vallabhjee K.	Int J Popul Data Sci	2019	2399-4908	other; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	N	2020-09-23	2019-11-20	PMC7482518	2	4	1143
32728246	MED	32728246	10.1038/s41586-020-2077-3	A large-scale binding and functional map of human RNA-binding proteins.	Van Nostrand EL, Freese P, Pratt GA, Wang X, Wei X, Xiao R, Blue SM, Chen JY, Cody NAL, Dominguez D, Olson S, Sundararaman B, Zhan L, Bazile C, Bouvrette LPB, Bergalet J, Duff MO, Garcia KE, Gelboin-Burkhart C, Hochman M, Lambert NJ, Li H, McGurk MP, Nguyen TB, Palden T, Rabano I, Sathe S, Stanton R, Su A, Wang R, Yee BA, Zhou B, Louie AL, Aigner S, Fu XD, Lécuyer E, Burge CB, Graveley BR, Yeo GW.	Nature	2020	0028-0836; 1476-4687; 	research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	Y	5	Y	Y	N	Y	Y	2020-07-31	2020-07-29	PMC7410833	7818	583	711-719
31316100	MED	31316100	10.1038/s41598-019-45938-x	VCF2CNA: A tool for efficiently detecting copy-number alterations in VCF genotype data and tumor purity.	Putnam DK, Ma X, Rice SV, Liu Y, Newman S, Zhang J, Chen X.	Sci Rep	2019	2045-2322	research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	Y	1	Y	Y	N	Y	Y	2019-07-19	2019-07-17	PMC6637131	1	9	10357
31185624	MED	31185624	10.3390/s19112628	Study of Out-Of-Hospital Access to HIS System: A Security Perspective.	Chen CY, Hsu YC, Lin CC, Hajiyev J, Su CR, Tseng CH.	Sensors (Basel)	2019	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2019-06-13	2019-06-10	PMC6603765	11	19	NA
32619221	MED	32619221	10.1093/nar/gkaa565	Anti-inflammatory functions of the glucocorticoid receptor require DNA binding.	Escoter-Torres L, Greulich F, Quagliarini F, Wierer M, Uhlenhaut NH.	Nucleic Acids Res	2020	0305-1048; 1362-4962; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	0	Y	Y	Y	Y	Y	2020-07-04	2020-09-01	PMC7470971	15	48	8393-8407
32070334	MED	32070334	10.1186/s12911-020-1046-y	Monitoring stance towards vaccination in twitter messages.	Kunneman F, Lambooij M, Wong A, Bosch AVD, Mollema L.	BMC Med Inform Decis Mak	2020	1472-6947	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2020-02-20	2020-02-18	PMC7029499	1	20	33
31471960	MED	31471960	10.2196/13769	Perspectives From Authors and Editors in the Biomedical Disciplines on Predatory Journals: Survey Study.	Cohen AJ, Patino G, Kamal P, Ndoye M, Tresh A, Mena J, Butler C, Washington S, Breyer BN.	J Med Internet Res	2019	1439-4456; 1438-8871; 	research support, non-u.s. gov't; research-article; review; journal article	Y	Y	N	N	N	Y	0	Y	Y	N	Y	N	2019-09-01	2019-08-30	PMC6743260	8	21	e13769
32807205	MED	32807205	10.1186/s13059-020-02119-8	Methods for copy number aberration detection from single-cell DNA-sequencing data.	Mallory XF, Edrisi M, Navin N, Nakhleh L.	Genome Biol	2020	1474-7596; 1474-760x; 	research support, non-u.s. gov't; review-article; review; research support, u.s. gov't, non-p.h.s.; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	N	2020-08-19	2020-08-17	PMC7433197	1	21	208
31160636	MED	31160636	10.1038/s41598-019-44489-5	Integrative Analysis of Somatic Mutations in Non-coding Regions Altering RNA Secondary Structures in Cancer Genomes.	He F, Wei R, Zhou Z, Huang L, Wang Y, Tang J, Zou Y, Shi L, Gu X, Davis MJ, Su Z.	Sci Rep	2019	2045-2322	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	1	Y	Y	N	Y	N	2019-06-05	2019-06-03	PMC6546760	1	9	8205
29899288	MED	29899288	10.3390/s18061926	A Smart Collaborative Routing Protocol for Reliable Data Diffusion in IoT Scenarios.	Ai ZY, Zhou YT, Song F.	Sensors (Basel)	2018	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	5	Y	Y	N	Y	N	2018-06-15	2018-06-13	PMC6021943	6	18	NA
30060539	MED	30060539	10.3390/s18082449	QoS-Driven Adaptive Trust Service Coordination in the Industrial Internet of Things.	Qi J, Wang Z, Xu B, Wu M, Gao Z, Sun Y.	Sensors (Basel)	2018	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2018-07-31	2018-07-27	PMC6112026	8	18	NA
32885250	MED	32885250	10.1093/nar/gkaa705	Systematic screening of CTCF binding partners identifies that BHLHE40 regulates CTCF genome-wide distribution and long-range chromatin interactions.	Hu G, Dong X, Gong S, Song Y, Hutchins AP, Yao H.	Nucleic Acids Res	2020	0305-1048; 1362-4962; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	0	N	Y	N	Y	Y	2020-09-05	2020-09-01	PMC7515718	17	48	9606-9620
29883495	MED	29883495	10.1371/journal.pgen.1007431	Genome-wide analysis reveals no evidence of trans chromosomal regulation of mammalian immune development.	Johanson TM, Coughlan HD, Lun ATL, Bediaga NG, Naselli G, Garnham AL, Harrison LC, Smyth GK, Allan RS.	PLoS Genet	2018	1553-7390; 1553-7404; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	3	Y	Y	Y	Y	Y	2018-06-11	2018-06-08	PMC6010296	6	14	e1007431
32913073	MED	32913073	10.1126/science.aaz5900	Transcriptomic signatures across human tissues identify functional rare genetic variation.	Ferraro NM, Strober BJ, Einson J, Abell NS, Aguet F, Barbeira AN, Brandt M, Bucan M, Castel SE, Davis JR, Greenwald E, Hess GT, Hilliard AT, Kember RL, Kotis B, Park Y, Peloso G, Ramdas S, Scott AJ, Smail C, Tsang EK, Zekavat SM, Ziosi M, Aradhana, TOPMed Lipids Working Group, Ardlie KG, Assimes TL, Bassik MC, Brown CD, Correa A, Hall I, Im HK, Li X, Natarajan P, GTEx Consortium, Lappalainen T, Mohammadi P, Montgomery SB, Battle A.	Science	2020	0036-8075; 1095-9203; 	research-article; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	Y	0	N	Y	N	Y	Y	2020-09-12	2020-09-10	PMC7646251	6509	369	NA
30840992	MED	30840992	10.11622/smedj.2019001	Journal publishing in our connected world.	Poh KK.	Singapore Med J	2019	0037-5675	editorial	N	Y	N	Y	N	N	1	Y	N	N	N	N	2019-03-07	2019-01-01	PMC6351695	1	60	1-2
29464014	MED	29464014	10.18632/oncotarget.24272	Librarians against scientists: Oncotarget's lesson.	Blagosklonny MV.	Oncotarget	2018	1949-2553	editorial	Y	Y	N	Y	N	N	1	N	Y	N	Y	N	2018-02-22	2018-01-19	PMC5814154	5	9	5515-5516
32353042	MED	32353042	10.1371/journal.pone.0232332	Combining signal and sequence to detect RNA polymerase initiation in ATAC-seq data.	Tripodi IJ, Chowdhury M, Gruca M, Dowell RD.	PLoS One	2020	1932-6203	research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	Y	2020-05-05	2020-04-30	PMC7192442	4	15	e0232332
31292550	MED	31292550	10.1038/s41586-019-1382-1	Tumour lineage shapes BRCA-mediated phenotypes.	Jonsson P, Bandlamudi C, Cheng ML, Srinivasan P, Chavan SS, Friedman ND, Rosen EY, Richards AL, Bouvier N, Selcuklu SD, Bielski CM, Abida W, Mandelker D, Birsoy O, Zhang L, Zehir A, Donoghue MTA, Baselga J, Offit K, Scher HI, O'Reilly EM, Stadler ZK, Schultz N, Socci ND, Viale A, Ladanyi M, Robson ME, Hyman DM, Berger MF, Solit DB, Taylor BS.	Nature	2019	0028-0836; 1476-4687; 	research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	Y	20	Y	Y	N	Y	Y	2019-07-12	2019-07-10	PMC7048239	7766	571	576-579
31484726	MED	31484726	10.1074/jbc.ra119.008732	Comprehensive analysis of long noncoding RNA (lncRNA)-chromatin interactions reveals lncRNA functions dependent on binding diverse regulatory elements.	Zhang G, Lan Y, Xie A, Shi J, Zhao H, Xu L, Zhu S, Luo T, Zhao T, Xiao Y, Li X.	J Biol Chem	2019	0021-9258; 1083-351x; 	research support, non-u.s. gov't; research-article; journal article	N	Y	N	Y	N	Y	3	Y	Y	N	Y	N	2019-09-06	2019-09-04	PMC6816106	43	294	15613-15622
31186305	MED	31186305	10.1534/g3.119.400294	Open Chromatin Profiling in Adipose Tissue Marks Genomic Regions with Functional Roles in Cardiometabolic Traits.	Cannon ME, Currin KW, Young KL, Perrin HJ, Vadlamudi S, Safi A, Song L, Wu Y, Wabitsch M, Laakso M, Crawford GE, Mohlke KL.	G3 (Bethesda)	2019	2160-1836	research support, u.s. gov't, p.h.s.; research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	N	1	Y	Y	Y	Y	Y	2019-06-13	2019-08-08	PMC6686932	8	9	2521-2533
31951628	MED	31951628	10.1371/journal.pone.0227821	Investigating Italian disinformation spreading on Twitter in the context of 2019 European elections.	Pierri F, Artoni A, Ceri S.	PLoS One	2020	1932-6203	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	1	Y	Y	N	Y	Y	2020-01-18	2020-01-17	PMC6968875	1	15	e0227821
31199868	MED	31199868	10.1093/nar/gkz533	HMMRATAC: a Hidden Markov ModeleR for ATAC-seq.	Tarbell ED, Liu T.	Nucleic Acids Res	2019	0305-1048; 1362-4962; 	research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	Y	5	Y	Y	N	Y	Y	2019-06-15	2019-09-01	PMC6895260	16	47	e91
32357373	MED	32357373	10.1093/jnen/nlaa024	The MUC6/AP2A2 Locus and Its Relevance to Alzheimer's Disease: A Review.	Nelson PT, Fardo DW, Katsumata Y.	J Neuropathol Exp Neurol	2020	0022-3069; 1554-6578; 	review-article; review; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	Y	2020-05-05	2020-06-01	PMC7241941	6	79	568-584
32634241	MED	32634241	10.1182/bloodadvances.2020001922	Specific patterns of H3K79 methylation influence genetic interaction of oncogenes in AML.	Kingsley MC, Xie HM, Chen BR, Riedel SS, Pastuer T, Bollig MK, Shank T, Libbrecht C, Stabler SP, Deshpande AJ, Intlekofer AM, Bernt KM.	Blood Adv	2020	2473-9529; 2473-9537; 	research-article; journal article	N	Y	N	Y	N	Y	0	Y	Y	N	Y	Y	2020-07-15	2020-07-01	PMC7362367	13	4	3109-3122
30652576	MED	30652576	10.1200/cci.17.00150	Monitoring of Technology Adoption Using Web Content Mining of Location Information and Geographic Information Systems: A Case Study of Digital Breast Tomosynthesis.	Onega T, Kamra D, Alford-Teaster J, Hassanpour S.	JCO Clin Cancer Inform	2018	2473-4276	research-article; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	N	0	Y	Y	N	Y	N	2019-01-18	2018-12-01	PMC6874011	NA	2	1-10
32286315	MED	32286315	10.1038/s41597-020-0458-y	Epigenomic profiling of neuroblastoma cell lines.	Upton K, Modi A, Patel K, Kendsersky NM, Conkrite KL, Sussman RT, Way GP, Adams RN, Sacks GI, Fortina P, Diskin SJ, Maris JM, Rokita JL.	Sci Data	2020	2052-4463	research support, non-u.s. gov't; dataset; data-paper; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	Y	2020-04-16	2020-04-14	PMC7156688	1	7	116
32251483	MED	32251483	10.1371/journal.ppat.1008402	Human cytomegalovirus IE2 drives transcription initiation from a select subset of late infection viral promoters by host RNA polymerase II.	Li M, Ball CB, Collins G, Hu Q, Luse DS, Price DH, Meier JL.	PLoS Pathog	2020	1553-7366; 1553-7374; 	research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	Y	2020-04-08	2020-04-06	PMC7162547	4	16	e1008402
31610622	MED	31610622	10.5808/gi.2019.17.3.e26	FusionScan: accurate prediction of fusion genes from RNA-Seq data.	Kim P, Jang YE, Lee S.	Genomics Inform	2019	1598-866x; 2234-0742; 	research-article; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	Y	N	2019-10-16	2019-07-23	PMC6808644	3	17	e26
